player_id,player_name,player_display_name,position,position_group,headshot_url,recent_team,season,week,season_type,opponent_team,completions,attempts,passing_yards,passing_tds,interceptions,sacks,sack_yards,sack_fumbles,sack_fumbles_lost,passing_air_yards,passing_yards_after_catch,passing_first_downs,passing_epa,passing_2pt_conversions,pacr,dakota,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,rushing_first_downs,rushing_epa,rushing_2pt_conversions,receptions,targets,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,receiving_air_yards,receiving_yards_after_catch,receiving_first_downs,receiving_epa,receiving_2pt_conversions,racr,target_share,air_yards_share,wopr,special_teams_tds,fantasy_points,fantasy_points_ppr
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,1,REG,NO,23,36,239,2,2,3,15,1,0,292,90,10,-9.49685730517148,0,0.818493150684932,0.0689369122070286,3,9,1,0,0,2,1.50544783234363,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,20.46,20.46
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,2,REG,CAR,23,35,217,1,1,0,0,0,0,234,110,11,0.524379743148724,0,0.927350427350427,0.0763557042671318,1,0,0,1,1,0,-5.48859050043393,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,8.68,8.68
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,3,REG,DEN,25,38,297,3,0,2,12,0,0,311,111,12,11.5597023890887,0,0.954983922829582,0.155103441494779,5,0,0,1,0,0,-3.81172611554297,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.88,23.88
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,4,REG,LAC,30,46,369,5,1,0,0,0,0,434,109,20,12.685636314257,0,0.850230414746544,0.211619867054336,3,-3,0,0,0,0,-1.1660741547239,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,32.46,32.46
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,5,REG,CHI,25,41,253,1,0,3,20,0,0,383,100,11,0.327567805451834,0,0.660574412532637,0.0378806278973046,3,0,0,1,0,1,1.14662139350548,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.12,14.12
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,6,REG,GB,17,27,166,2,0,0,0,0,0,231,72,9,6.48244893333624,0,0.718614718614719,0.204481458386678,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.64,14.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,7,REG,LV,33,45,369,4,0,0,0,0,0,399,134,22,26.7000997781823,0,0.924812030075188,0.345125281194599,1,1,1,0,0,1,1.1775946286507,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,36.86,36.86
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,8,REG,NYG,28,40,279,2,0,2,16,0,0,364,94,18,10.6808320451409,0,0.766483516483517,0.18719227515327,1,-1,0,0,0,0,-1.33080289623467,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.06,19.06
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,9,REG,NO,22,38,209,0,3,3,23,0,0,365,80,10,-23.3233474628768,0,0.572602739726027,0.0163026716487099,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,2.36,2.36
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,10,REG,CAR,28,39,341,3,0,1,7,0,0,324,168,18,28.0415778204074,0,1.05246913580247,0.315252537439926,2,2,1,0,0,1,-0.407605364609787,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,31.84,31.84
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,11,REG,LA,26,48,216,2,2,1,7,0,0,420,83,14,-9.6281502451011,0,0.514285714285714,-0.0213607556586349,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,12.64,12.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,12,REG,KC,27,41,345,3,2,1,3,0,0,392,141,14,7.23110387487452,0,0.880102040816326,0.125157741275369,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.7,21.7
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,14,REG,MIN,15,23,196,2,0,0,0,0,0,228,57,8,8.70968550312825,0,0.859649122807018,0.25269276741998,3,-2,0,0,0,0,-2.52351149584865,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.64,15.64
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,15,REG,ATL,31,45,390,2,0,3,25,0,0,349,195,19,14.3202133206032,0,1.11747851002865,0.173420116772656,2,-2,0,0,0,0,-4.13568159705028,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.4,23.4
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,16,REG,DET,22,27,348,4,0,1,7,0,0,359,82,17,26.5767513317405,0,0.969359331476323,0.434028499192257,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,29.92,29.92
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,17,REG,ATL,26,41,399,4,1,1,8,0,0,447,184,20,21.9145303617345,0,0.89261744966443,0.272453879949717,5,3,0,0,0,1,-3.15172357432311,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,30.26,30.26
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,18,POST,WAS,22,40,381,2,0,3,16,0,0,461,119,18,19.5517078465325,0,0.82646420824295,0.187834487749055,3,-2,0,0,0,0,-1.29943626333261,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.04,23.04
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,19,POST,NO,18,33,199,2,0,1,10,1,0,318,95,13,3.61292367365378,0,0.625786163522013,0.0646327020479241,5,2,1,0,0,2,0.225562972191256,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.16,22.16
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,20,POST,GB,20,36,280,3,3,1,5,0,0,416,103,12,9.33155270376617,0,0.673076923076923,0.136408317622854,1,-1,0,0,0,0,-1.01342447695788,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,17.1,17.1
00-0019596,T.Brady,Tom Brady,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/q7dpdlxyu5rs05rgh1le",TB,2020,21,POST,KC,21,29,201,3,0,1,6,0,0,176,129,12,8.74857329350198,0,1.14204545454545,0.18086000090223,4,-2,0,1,0,0,-2.34724607650161,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.84,19.84
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,1,REG,TB,18,30,160,2,0,1,9,0,0,145,99,9,-2.92364136564847,0,1.10344827586207,0.0127278771322546,2,0,0,0,0,0,-0.912029920240768,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.4,14.4
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,2,REG,LV,26,38,312,1,1,0,0,0,0,196,213,17,3.84633764173112,0,1.59183673469388,0.0533756365888818,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,14.48,14.48
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,3,REG,GB,29,36,288,3,0,2,13,1,0,152,163,14,10.7231018215207,0,1.89473684210526,0.177614396515582,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.52,23.52
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,4,REG,DET,19,25,246,2,1,2,18,0,0,233,90,15,10.5548065638286,0,1.05579399141631,0.258648375332664,3,-3,0,0,0,0,-1.90060429635923,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.54,15.54
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,5,REG,LAC,33,47,325,1,1,2,12,0,0,318,100,17,-0.211628906247765,0,1.02201257861635,0.0649069624572555,1,1,1,0,0,1,1.99076729168883,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.1,21.1
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,7,REG,CAR,29,36,287,2,0,1,10,1,1,178,137,16,14.9982072009664,0,1.6123595505618,0.263169941616705,3,2,1,0,0,2,-0.398451530025341,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,23.68,23.68
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,8,REG,CHI,31,41,280,2,0,1,8,1,0,190,169,11,8.23890328901356,0,1.47368421052632,0.138152711097211,3,4,0,0,0,1,-0.932842511509079,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.6,19.6
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,9,REG,TB,26,32,222,4,0,1,0,1,1,161,81,12,11.7522342267213,0,1.37888198757764,0.288944768551822,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.68,22.68
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,10,REG,SF,8,13,76,1,0,0,0,1,0,52,67,4,0.039604536168989,0,1.46153846153846,0.00140033540256444,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,6.94,6.94
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,15,REG,KC,15,34,234,3,1,1,9,0,0,272,139,10,-3.06995805475162,0,0.860294117647059,-0.104298138473985,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.36,19.36
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,16,REG,MIN,19,26,311,0,2,0,0,0,0,263,137,13,10.5794996850148,0,1.18250950570342,0.245069673782036,3,-3,0,0,0,0,-2.20257035770919,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,8.14,8.14
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,17,REG,CAR,22,32,201,3,0,2,10,1,0,201,83,11,5.19297954009056,0,1,0.145839199100125,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,20.04,20.04
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,18,POST,CHI,28,39,265,2,0,0,0,0,0,185,160,14,14.4633545008255,0,1.43243243243243,0.153402662119081,3,2,0,1,0,1,-4.82344923372148,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,18.8,18.8
00-0020531,D.Brees,Drew Brees,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/i20xlpzdmn7xubotijjd",NO,2020,19,POST,TB,19,34,134,1,3,0,0,0,0,177,62,6,-19.410814931197,0,0.757062146892655,-0.0595025476772264,2,3,0,0,0,2,0.957151466049254,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,3.66,3.66
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,1,REG,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,2,0,0,0,2,0,0,-1.30110397475574,0,1,0.0357142857142857,0.0124223602484472,0.0622670807453416,0,0.2,1.2
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,2,REG,NO,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,3,0,0,0,3,0,1,0.563077558297664,0,1,0.0294117647058824,0.0125523012552301,0.0529042579374846,0,0.3,1.3
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,4,REG,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,18,1,0,0,18,0,2,2.74448031786596,0,1,0.0465116279069768,0.0674157303370787,0.11695845309642,0,7.8,9.8
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,5,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,6,0,0,0,-1,7,1,0.0438804450677708,0,0,0.0645161290322581,-0.003690036900369,0.0941911677181288,0,0.6,2.6
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,7,REG,TB,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,6,0,0,0,3,3,0,0.145337715861388,0,2,0.0277777777777778,0.00952380952380953,0.0483333333333333,0,0.6,1.6
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,8,REG,CLE,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,2,21,0,0,0,21,0,2,3.05148175772047,0,1,0.0909090909090909,0.15,0.241363636363636,0,2.1,4.1
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,9,REG,LAC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,0,0,0,0,-1,1,0,-0.586716025136411,0,0,0.0434782608695652,-0.00355871886120996,0.0627262881015009,0,0,1
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,11,REG,KC,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,1,1,1,0,0,1,0,1,1.55017688515363,0,1,0.0344827586206897,0.00444444444444444,0.0548352490421456,0,6.1,7.1
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,13,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,0,1,0,0,0,0,9,0,0,-1.24993863666896,0,0,0.0217391304347826,0.0180360721442886,0.0452339461531759,0,0,0
00-0022127,J.Witten,Jason Witten,TE,TE,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/r7uafhtwuexuaty0nhsc",LV,2020,16,REG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,5,12,0,0,0,36,9,1,-2.55349808420006,0,0.333333333333333,0.166666666666667,0.117263843648208,0.332084690553746,0,1.2,3.2
00-0022787,M.Schaub,Matt Schaub,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/mj2kh2nddxnw04ludcx0",ATL,2020,12,REG,LV,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,-0.4,-0.4
00-0022824,A.Lee,Andy Lee,P,SPEC,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/bfozbs2h9jueavslvw3z",ARI,2020,15,REG,PHI,1,1,26,0,0,0,0,0,0,14,12,1,4.01401143427938,0,1.85714285714286,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,1.04,1.04
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,1,REG,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,34,0,0,0,15,23,2,1.35856427741237,0,2.26666666666667,0.135135135135135,0.078125,0.257390202702703,0,3.4,7.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,2,REG,WAS,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,7,7,50,0,0,0,25,25,4,5.97573084529722,0,2,0.205882352941176,0.0783699059561129,0.363682463581044,0,5,12
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,3,REG,DET,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,1,3,0,0,0,0,21,0,0,-7.6863329714397,0,0,0.0909090909090909,0.0668789808917197,0.18317892298784,0,0,1
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,4,REG,CAR,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,4,0,0,0,27,2,0,-1.5021463597659,0,0.148148148148148,0.0967741935483871,0.126760563380282,0.233893684688778,0,0.4,2.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,5,REG,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,7,35,0,0,0,48,19,2,-0.331032052868977,0,0.729166666666667,0.2,0.144578313253012,0.401204819277108,0,3.5,7.5
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,6,REG,DAL,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,22,0,0,0,27,3,2,2.09777024188725,0,0.814814814814815,0.181818181818182,0.117391304347826,0.354901185770751,0,2.2,5.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,7,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,8,62,0,0,0,37,25,2,1.84431384969503,0,1.67567567567568,0.181818181818182,0.0956072351421188,0.339652337326756,0,6.2,14.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,9,REG,MIA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,4,5,54,0,0,0,55,8,4,3.57045156956185,0,0.981818181818182,0.192307692307692,0.22,0.442461538461538,0,5.4,9.4
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,10,REG,BUF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,5,13,0,0,0,31,12,1,-7.22141350384971,0,0.419354838709677,0.15625,0.134199134199134,0.328314393939394,0,1.3,3.3
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,11,REG,SEA,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,8,10,62,0,0,0,43,49,3,1.50287114823004,0,1.44186046511628,0.256410256410256,0.16044776119403,0.496928817451205,0,6.2,14.2
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,14,REG,NYG,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,2,3,10,0,0,0,8,5,1,-2.00384563149419,0,1.25,0.09375,0.0446927374301676,0.171909916201117,0,1,3
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,15,REG,PHI,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,3,4,35,1,0,0,55,2,3,2.58219275617739,0,0.636363636363636,0.108108108108108,0.151098901098901,0.267931392931393,0,9.5,12.5
00-0022921,L.Fitzgerald,Larry Fitzgerald,WR,WR,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/ycgjjaad5un42gy4pnga",ARI,2020,16,REG,SF,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,,0,6,8,28,0,0,0,40,12,1,-1.95847508596489,0,0.7,0.173913043478261,0.097799511002445,0.329329222919103,0,2.8,8.8
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,1,REG,NYG,21,32,229,3,0,2,21,0,0,221,105,14,15.1010359203258,0,1.03619909502262,0.187601117992098,3,9,0,1,0,1,-3.49365771032171,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,22.06,22.06
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,2,REG,DEN,29,41,311,2,1,1,10,0,0,233,168,15,1.10792730242247,0,1.33476394849785,0.0414414514177717,3,-2,0,1,0,0,-4.96354493894614,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,18.24,18.24
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,3,REG,HOU,23,36,237,2,0,2,19,0,0,323,140,13,8.59103811714755,1,0.73374613003096,0.153927767537236,5,-3,0,0,0,0,-6.35932838314329,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,19.18,19.18
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,5,REG,PHI,27,34,239,3,0,1,8,0,0,196,138,13,15.8451006385394,0,1.21938775510204,0.255159755668047,2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,21.36,21.36
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,6,REG,CLE,14,22,162,1,0,2,20,0,0,173,64,5,1.12679266447405,0,0.936416184971098,0.0716961017223999,3,5,0,0,0,1,1.90747057663975,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,10.98,10.98
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,7,REG,TEN,32,49,268,2,3,0,0,0,0,266,158,15,6.07013584394625,0,1.00751879699248,0.0799341155727596,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,12.62,12.62
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,8,REG,BAL,21,32,182,2,0,2,9,1,0,232,93,11,5.37806054862449,0,0.78448275862069,0.137408445258865,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,15.28,15.28
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,9,REG,DAL,29,42,306,3,0,0,0,0,0,313,185,15,11.8812682904282,0,0.977635782747604,0.150892727493085,1,8,0,0,0,1,1.79669452831149,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,25.04,25.04
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,10,REG,CIN,27,46,333,4,0,0,0,0,0,431,152,17,11.5576934172931,0,0.77262180974478,0.130283548166715,1,0,0,0,0,0,-0.468066195200663,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,29.32,29.32
00-0022924,B.Roethlisberger,Ben Roethlisberger,QB,QB,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/vziogpnyp9d0xtpiuqhr",PIT,2020,11,REG,JAX,32,46,267,2,1,0,0,0,0,372,111,12,6.68169018627755,0,0.717741935483871,0.160112493088905,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,,,,,0,16.68,16.68
